comparison_id,variable,time_index,time_label,value__mf6_mod_s60,value__mf6_mod_tri,value__nwt_mod_s60
ex12_multi_method_moderate,watertable_elevation,2,2003-03-01,124.9201947809289,143.08004326596782,125.12192181057401
ex12_multi_method_moderate,accumulation_flux,3,2003-04-01,0.05327765271067619,0.014554498720413013,0.05179886147379875
ex12_multi_method_moderate,intermit_areas,3,2003-04-01,74.3888888888889,57.348390753771284,70.69444444444444
ex12_multi_method_moderate,outflow_drain,3,2003-04-01,2.438991320049571e-08,2.282433123953502e-08,2.363736064246037e-08
ex12_multi_method_moderate,perenn_areas,3,2003-04-01,20.666666666666668,42.651609246228716,23.75
ex12_multi_method_moderate,recharge,3,2003-04-01,2.4305555555555556e-08,2.4305555555555556e-08,2.4305555555555556e-08
ex12_multi_method_moderate,seepage_areas,3,2003-04-01,94.08333333333333,100.0,93.47222222222223
ex12_multi_method_moderate,total_areas,3,2003-04-01,95.05555555555556,100.0,94.44444444444444
ex12_multi_method_moderate,watertable_depth,3,2003-04-01,19.697249877615416,0.0,0.025167733807570154
ex12_multi_method_moderate,watertable_elevation,3,2003-04-01,124.13000116117053,137.00400950996126,124.27507803810967
ex12_multi_method_moderate,accumulation_flux,4,2003-05-01,0.04043777287006378,0.01127890798813344,0.04041890799999237
ex12_multi_method_moderate,intermit_areas,4,2003-05-01,54.666666666666664,57.348390753771284,51.69444444444444
ex12_multi_method_moderate,outflow_drain,4,2003-05-01,1.7948371953441778e-08,1.736096663102483e-08,1.793762394117427e-08
ex12_multi_method_moderate,perenn_areas,4,2003-05-01,20.666666666666668,42.651609246228716,23.75
ex12_multi_method_moderate,recharge,4,2003-05-01,1.736111111111111e-08,1.736111111111111e-08,1.736111111111111e-08
ex12_multi_method_moderate,seepage_areas,4,2003-05-01,74.36111111111111,100.0,74.52777777777779
ex12_multi_method_moderate,total_areas,4,2003-05-01,75.33333333333333,100.0,75.44444444444444
ex12_multi_method_moderate,watertable_depth,4,2003-05-01,19.839993792460906,0.0,0.16205530092155407
ex12_multi_method_moderate,watertable_elevation,4,2003-05-01,123.26392584508514,133.15982661622672,123.49815743552314
ex12_multi_method_moderate,accumulation_flux,5,2003-06-01,0.028155874460935593,0.005800114003309434,0.028163563460111618
ex12_multi_method_moderate,intermit_areas,5,2003-06-01,26.111111111111114,51.566179106129795,23.02777777777778
ex12_multi_method_moderate,outflow_drain,5,2003-06-01,1.1775293166148393e-08,9.341793118523036e-09,1.1780546484018923e-08
ex12_multi_method_moderate,perenn_areas,5,2003-06-01,20.666666666666668,42.651609246228716,23.75
ex12_multi_method_moderate,recharge,5,2003-06-01,9.259259259259259e-09,9.259259259259259e-09,9.259259259259259e-09
ex12_multi_method_moderate,seepage_areas,5,2003-06-01,46.38888888888889,94.00677707689577,46.416666666666664
ex12_multi_method_moderate,total_areas,5,2003-06-01,46.77777777777778,94.21778835235851,46.77777777777778
ex12_multi_method_moderate,watertable_depth,5,2003-06-01,20.431397035073434,0.019437450938451735,0.7493562994272481
ex12_multi_method_moderate,watertable_elevation,5,2003-06-01,121.97933729799452,127.32908895446508,122.21946793662177
ex12_multi_method_moderate,accumulation_flux,6,2003-07-01,0.01790936291217804,0.0026528408719999064,0.018155444413423538
ex12_multi_method_moderate,intermit_areas,6,2003-07-01,9.472222222222221,13.4692875114278,6.416666666666666
ex12_multi_method_moderate,outflow_drain,6,2003-07-01,7.075393958783305e-09,4.989428001642989e-09,7.112281777132465e-09
ex12_multi_method_moderate,perenn_areas,6,2003-07-01,20.666666666666668,42.651609246228716,23.75
ex12_multi_method_moderate,recharge,6,2003-07-01,2.3148148148148148e-09,2.3148148148148148e-09,2.3148148148148148e-09
ex12_multi_method_moderate,seepage_areas,6,2003-07-01,30.11111111111111,55.921370479179934,30.166666666666668
ex12_multi_method_moderate,total_areas,6,2003-07-01,30.138888888888886,56.12089675765651,30.166666666666668
ex12_multi_method_moderate,watertable_depth,6,2003-07-01,758.4646961608742,349.56615856823964,1.9852857893258153
ex12_multi_method_moderate,watertable_elevation,6,2003-07-01,111.12327865827392,119.1465508971719,120.4593312157525
ex12_multi_method_moderate,accumulation_flux,7,2003-08-01,0.01345379650592804,0.001995504010334896,0.014177908189594746
ex12_multi_method_moderate,intermit_areas,7,2003-08-01,2.111111111111111,2.2533775198218837,0.0
ex12_multi_method_moderate,outflow_drain,7,2003-08-01,5.136304922645455e-09,4.080205503375863e-09,5.395469919811603e-09
ex12_multi_method_moderate,perenn_areas,7,2003-08-01,20.666666666666668,42.651609246228716,23.75
ex12_multi_method_moderate,recharge,7,2003-08-01,1.1574074074074074e-09,1.1574074074074074e-09,1.1574074074074074e-09
ex12_multi_method_moderate,seepage_areas,7,2003-08-01,22.75,44.7412945701327,23.75
ex12_multi_method_moderate,total_areas,7,2003-08-01,22.77777777777778,44.904986766050605,23.75
ex12_multi_method_moderate,watertable_depth,7,2003-08-01,3439.152429533852,536.7878914639566,3.049784658916059
ex12_multi_method_moderate,watertable_elevation,7,2003-08-01,77.17530174457993,115.49739440811581,119.20204867045085
ex12_multi_method_moderate,accumulation_flux,8,2003-09-01,0.012215537019073963,0.0019755072441732914,0.014194857329130173
ex12_multi_method_moderate,intermit_areas,8,2003-09-01,0.0,0.0,0.0
ex12_multi_method_moderate,outflow_drain,8,2003-09-01,4.654671213060911e-09,3.9411678433142086e-09,5.402771951748093e-09
ex12_multi_method_moderate,perenn_areas,8,2003-09-01,20.666666666666668,42.651609246228716,23.75
ex12_multi_method_moderate,recharge,8,2003-09-01,2.3148148148148148e-09,2.3148148148148148e-09,2.3148148148148148e-09
ex12_multi_method_moderate,seepage_areas,8,2003-09-01,20.63888888888889,42.46841840602041,23.75
ex12_multi_method_moderate,total_areas,8,2003-09-01,20.666666666666668,42.651609246228716,23.75
ex12_multi_method_moderate,watertable_depth,8,2003-09-01,4471.124310819032,1573.2161579542617,3.0659252449213756
ex12_multi_method_moderate,watertable_elevation,8,2003-09-01,64.49183700701533,102.23911079475629,119.18672805998061
ex12_multi_method_moderate,accumulation_flux,9,2003-10-01,0.01580837182700634,0.0032317420957969174,0.01782091334462166
ex12_multi_method_moderate,intermit_areas,9,2003-10-01,3.194444444444444,11.781694029406541,3.5833333333333335
ex12_multi_method_moderate,outflow_drain,9,2003-10-01,6.174535389289639e-09,5.690799132794924e-09,6.992276816744723e-09
ex12_multi_method_moderate,perenn_areas,9,2003-10-01,20.666666666666668,42.651609246228716,23.75
ex12_multi_method_moderate,recharge,9,2003-10-01,8.101851851851851e-09,8.101851851851851e-09,8.101851851851851e-09
ex12_multi_method_moderate,seepage_areas,9,2003-10-01,23.833333333333336,54.43330327563526,27.333333333333332
ex12_multi_method_moderate,total_areas,9,2003-10-01,23.86111111111111,54.43330327563526,27.333333333333332
ex12_multi_method_moderate,watertable_depth,9,2003-10-01,4470.873413694191,1572.7166871489153,2.7934013047038273
ex12_multi_method_moderate,watertable_elevation,9,2003-10-01,64.91340221415138,103.87859037311024,119.63774009492663
ex12_multi_method_moderate,accumulation_flux,10,2003-11-01,0.03526078537106514,0.012063940191897648,0.01801779679954052
ex12_multi_method_moderate,intermit_areas,10,2003-11-01,31.38888888888889,42.31786004624393,3.75
ex12_multi_method_moderate,outflow_drain,10,2003-11-01,1.5449226549492743e-08,1.807121879186614e-08,7.080570564778012e-09
ex12_multi_method_moderate,perenn_areas,10,2003-11-01,20.666666666666668,42.651609246228716,23.75
ex12_multi_method_moderate,recharge,10,2003-11-01,2.0833333333333335e-08,2.0833333333333335e-08,2.0833333333333335e-08
ex12_multi_method_moderate,seepage_areas,10,2003-11-01,52.0,84.48022738177107,27.500000000000004
ex12_multi_method_moderate,total_areas,10,2003-11-01,52.05555555555556,84.96946929247264,27.500000000000004
ex12_multi_method_moderate,watertable_depth,10,2003-11-01,4470.103202050559,1572.0851212115595,2.7553282903663017
ex12_multi_method_moderate,watertable_elevation,10,2003-11-01,66.72508438596935,113.25817538019902,119.68572777218289
ex12_multi_method_moderate,accumulation_flux,11,2003-12-01,0.07262229919433594,0.02308865917624956,0.04580403119325638
ex12_multi_method_moderate,intermit_areas,11,2003-12-01,35.22222222222222,42.31786004624393,54.77777777777778
ex12_multi_method_moderate,outflow_drain,11,2003-12-01,3.465175596946221e-08,3.175975239278353e-08,2.1574176617059507e-08
ex12_multi_method_moderate,perenn_areas,11,2003-12-01,20.666666666666668,42.651609246228716,23.75
ex12_multi_method_moderate,recharge,11,2003-12-01,3.472222222222222e-08,3.472222222222222e-08,3.472222222222222e-08
ex12_multi_method_moderate,seepage_areas,11,2003-12-01,55.86111111111111,84.48022738177107,78.08333333333334
ex12_multi_method_moderate,total_areas,11,2003-12-01,55.888888888888886,84.96946929247264,78.52777777777777
ex12_multi_method_moderate,watertable_depth,11,2003-12-01,4470.086029495767,1572.0851212115595,0.1954716189469172
ex12_multi_method_moderate,watertable_elevation,11,2003-12-01,68.89854097512641,123.72688885759818,123.8730956225925
