=== TOP 120 CUMULATIVE ===
         90195523 function calls (86885269 primitive calls) in 138.869 seconds

   Ordered by: cumulative time
   List reduced from 2992 to 120 due to restriction <120>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    19554    0.376    0.000    0.571    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\dtypes\cast.py:1156(maybe_infer_to_datetimelike)
       81    0.368    0.005    1.168    0.014 C:\codes\HydroModPy-GH\hydromodpy\core\tools\toolbox.py:803(export_tif)
   124255    0.365    0.000    0.365    0.000 {built-in method numpy.empty}
   452601    0.356    0.000    4.378    0.000 C:\Python312\Lib\site-packages\flopy\mf6\data\mfdatascalar.py:115(get_data)
  1243592    0.349    0.000    0.349    0.000 {method 'append' of 'list' objects}
      808    0.334    0.000    0.334    0.000 {built-in method nt.unlink}
    16564    0.313    0.000    0.646    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexers\utils.py:239(maybe_convert_indices)
    31001    0.311    0.000    0.447    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\internals\managers.py:1012(iget)
    49203    0.307    0.000    0.445    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexes\base.py:5323(__contains__)
47433/34473    0.297    0.000    8.015    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexing.py:1176(__getitem__)
   529821    0.295    0.000    0.805    0.000 C:\Python312\Lib\site-packages\flopy\mf6\data\mfdatastorage.py:2484(_resolve_layer)
    16200    0.291    0.000    0.437    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexes\base.py:3955(_get_indexer)
    52460    0.279    0.000    0.610    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexes\base.py:5373(__getitem__)
518373/514026    0.279    0.000    5.212    0.000 C:\Python312\Lib\site-packages\flopy\mf6\data\mfdatastorage.py:683(get_data)
   541647    0.278    0.000    1.000    0.000 C:\Python312\Lib\site-packages\flopy\utils\datautil.py:588(first_item)
    12960    0.275    0.000    2.697    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexing.py:2348(_align_series)
    21060    0.266    0.000    0.374    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexes\base.py:2744(inferred_type)
