point_id,point_label,x_m,solver,solver_label,elapsed_days,head_m,clearance_m
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,450.0,8.009001659905953,-0.3034983400940465
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,480.0,7.9378717457494306,-0.37462825425056945
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,510.0,8.061118278384553,-0.2513817216154468
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,540.0,8.113968544137565,-0.19853145586243492
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,570.0,8.00764112624836,-0.30485887375163934
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,600.0,7.9368324112742386,-0.37566758872576145
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,630.0,8.060361755312938,-0.25213824468706214
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,660.0,8.113456023582533,-0.1990439764174674
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,690.0,8.00727662768589,-0.30522337231411
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,720.0,7.93655388754317,-0.3759461124568304
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,30.0,5.217072148291504,-3.0954278517084957
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,60.0,5.6513585691441905,-2.6611414308558095
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,90.0,6.2930024678734044,-2.0194975321265956
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,120.0,7.025050197654437,-1.287449802345563
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,150.0,7.633633608908052,-0.6788663910919484
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,180.0,8.051112724804666,-0.2613872751953341
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,210.0,8.212397507886882,-0.10010249211311795
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,240.0,8.266982257230323,-0.04551774276967713
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,270.0,8.286293109984113,-0.02620689001588694
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,300.0,8.277841206320888,-0.034658793679112065
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,330.0,8.108192773689508,-0.20430722631049214
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,360.0,7.85433170322901,-0.4581682967709897
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,390.0,7.467025793357426,-0.8454742066425744
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,420.0,7.1353275822880775,-1.1771724177119225
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,450.0,6.850640555453616,-1.4618594445463842
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,480.0,6.605935371122203,-1.7065646288777971
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,510.0,6.395300476593415,-1.9171995234065848
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,540.0,6.213761943708794,-2.0987380562912064
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,570.0,6.057124219900557,-2.2553757800994427
